,fund,matched_firm,firm_confidence,cik_no_fund,form_d_fund_id,crd_no_firm,form_adv_firm_id
3975,Pinehurst Institutional,Pinehurst Capital,0.776780374204169,1347127,30163,171964,
3976,Healthtalk Live,Healthtrend Capital,0.9985132131152887,1580262,24987,321605,
3977,Arrakis Mining Research,Arena Research,0.9314042845573385,1584618,24995,317595,
3978,Nemus Bioscience,S,1.0,1516551,24807,108401,
3979,Btcs,Btc Capital Management,0.8692176286127861,1436229,24482,127158,5314.0
3980,Fastcap Systems,Systems Financial,0.9109681656052043,1488336,32465,284744,
3981,Coastal Realty Capital,Coastal Capital Management,0.7835623228988212,1557905,34135,170383,
3982,Fonu,Fortnum Asset Management,0.9879904467518845,1168325,23445,269889,
3983,Mova Technologies,Income Technologies,0.6694729990100633,1682315,38482,284678,
3984,Cmwa Small Cap Fund,S,1.0,1310990,29796,108401,
3985,Winning Brands,Venice Brands,0.8838519341389036,1114898,23107,307937,
3986,Kfg Large Cap Market Weight,Kfg Wealth Management,0.9547212942319085,1559897,34173,120741,
3987,Route One Offshore Master Fund,Mark Offshore Management,0.8727928874801816,1502996,54545,109455,
3988,Fim Mena Horizon Fund,Horizon Funds Management,0.7417529023441916,1686336,60074,149940,
3989,Broadcast International,Broadcore Investments,0.9054674026102265,740726,21304,165674,
3990,Gila Therapeutics,S,0.9999999999999999,1673503,38053,108401,
3991,Reverence Capital Partners Opportunities Fund I,Heartland Opportunity Partners,0.8384386711008327,1621530,36112,171084,
3992,Ryder Court European Concentrated Value Fund Dst,S,1.0,1663571,37539,108401,
3993,Stereo Vision Entertainment,Indio Entertainment,0.7681736313141054,1099814,22920,291367,
3994,Induction Food Systems,Production Capital Fund Management,0.9622530901613493,1747547,43043,300760,
3995,Acadian Emerging Markets Managed Volatility Equity Fund,Pr Equity Fund Management,0.8983178864173311,1592916,35127,317652,
3996,Aspect Us Institutional Fund,Robeco Institutional Asset Management Us,0.8848250661345402,1330073,29989,107367,3420.0
3997,Otto Robotics,Grishin Robotics,0.8540613629424016,1693518,38885,306589,
3998,Amg Pantheon Master Fund,Amg Funds,0.8272444766086305,1609212,56954,153456,3252.0
3999,Partners Capital Kestrel Fund Series C,Partners Capital Services,0.8966019555919759,1654320,37257,127621,
4000,Sonder Brewing Company,Conning Company,0.9103419720861826,1691347,38796,1512,
4001,Sm Investors Ii,Sm Investors,0.5079756057275956,1173632,12210,155549,12210.0
4002,Avant Diagnostics,Avantia,0.9658784047329515,1451929,24572,307869,
4003,Zazove Convertible Securities Fund,Brazos Securities,0.9138216485637337,1076322,28247,21624,
4004,Orock Technologies,Income Technologies,0.7006357600292004,1752430,53900,284678,
4005,South Side Digital Capital,South Side Digital Capital Gp,0.35657829467268615,1733656,41583,292397,49314.0
4006,Advisor Strategies,Monarch Advisor Strategies,0.6185152819370464,1696371,38991,283984,
4007,Energytek,Map Energy,0.890277276734049,748268,21327,301882,
4008,Silver Viper Minerals,Silver Advisors,0.9678350114281006,1684662,60068,291109,
4009,Cloudline Technologies,Florian Technologies,0.7331380377149833,1789568,60203,308355,
4010,Mesirow Absolute Return Fund,Absolute Return Capital,0.7577364220051105,1161687,28804,145647,4089.0
4011,Strategic Funds Spc,Strategic Investing Funds,0.7872775647690815,1302309,29712,152717,
4012,Venator Capital Partners,Vestor Capital Partners,0.4014598308471619,1595912,35218,136859,
4013,Reliant Liquidity Fund,Sierra Liquidity Fund,0.6797356624742646,1754804,43461,132684,
4014,Zeogas,Breogan Capital,0.9351257608753365,1593648,35154,285038,10995.0
4015,Altivolus Fund,Altivolus Capital,0.6650022365329937,1677790,38277,283297,
4016,Super League Gaming,S,1.0,1621672,36114,108401,
4017,Rittmanic Global, Global,0.8246481882143523,1781634,52835,161526,
4018,Advent Latin American Private Equity Fund Vii C Scsp,Magic Stone Alternative Private Equity Fund Gp,0.9390143671969269,1788851,60147,308916,
4019,Onshore A Plus Fund,S,1.0,1526778,33343,108401,
4020,Jba Coosa Investment Fund,Catoosa Fund Management,0.9092578053519176,1779295,51574,153369,
4021,Infinitum Electric,Center Electric,0.8983084314529278,1569941,54550,173577,
4022,Hcp Absolute Return Fund Offshore Feeder,Absolute Return Advisors,0.9442545388949412,1300117,29684,42938,
4023,Tradeoff Technologies,Income Technologies,0.8145428944320877,1685599,38597,284678,
4024,Empire Petroleum,Empire Advisors,0.9985035738031054,887396,27071,311749,
4025,Ps Institutional Onshore,Institutional Capital,0.8950095898987889,1528178,33378,107149,700.0
4026,Wheelhouse Digital Studios,Wheelhouse Gp,0.8644821617293963,1766007,44601,298043,
4027,Sorrento Therapeutics,S,1.0,850261,21660,108401,
4028,Brenner West Capital Offshore Fund,Contrarian Capital Offshore Management,0.8501959054048814,1369622,30421,113184,
4029,Hord Coplan Macht,S,1.0,1533851,33495,108401,
4030,Burnham Harbor Fund,Burnham Asset Management,0.94520802841905,1553201,34005,104960,2158.0
4031,Green Meadow Products,Green Meadow,0.8023303118080715,1557340,24916,310699,
4032,Outer Islands Capital,Outer Islands Capital Management,0.35012755244568117,1228429,29213,171142,
4033,Winton Diversified Futures Fund Us,London Diversified Fund Management,0.7857779339222816,1553106,34001,138766,
4034,Varagon Fund I, Fund,0.9282245921357357,1679463,38356,281914,
4035,Verition International Multi Strategy Fund,International Strategy Investment,0.7589444696980419,1669085,37792,111085,
4036,Pow Audio,Portfolio Audit,0.8622425801857756,1737583,42049,118549,
4037,Enertopia,S,0.9999999999999999,1346022,23906,108401,
4038,Archipelago Partners,Archon Partners,0.9025301204458361,1143503,28743,155756,3536.0
4039,Dolly,Me Doll,0.88946201587648,1655682,37286,146576,
4040,Nineteen Global Merger Arbitrage,Aragon Global Management,0.9675393562306233,1643061,36826,156043,
4041,Lombard International Life Assurance Separate Account Va ,Emerald Separate Account Management,0.9035105186079788,1765815,44547,150202,
4042,Nga Capital Feeder Fund,S,0.9999999999999998,1633947,36451,108401,
4043,Taizen Offshore Fund,Mark Offshore Management,0.897503116555233,1614004,35864,109455,
4044,Optikira,Optivest,0.9553545868623295,1627178,36231,137070,
4045,Waste Resources,Resource ,0.7110617619721382,1727849,41049,115816,
4046,Lazarus Investment Partners Lllp,Liontrust Investment Partners Llp,0.7383560939480549,1232118,59987,160340,14663.0
4047,Ag Rio Grande Fmc,Rio Grande Advisors,0.9644356106308231,1583577,54009,317231,
4048,Lumoxchange,S,1.0,1697691,39054,108401,
4049,Sophos Return Partners,Firethorn Partners,0.9401893406607172,1615980,35923,288935,
4050,Gold Hill Resources,Gould Financial Resources,0.7848306488878366,1462013,24599,136057,
4051,Anavio Capital Fund,Tavio Capital,0.85907885765034,1679738,38372,282993,6413.0
4052,Tekne Long Only Offshore Fund,Mark Offshore Management,0.9822315487524635,1678894,38320,109455,
4053,Ag Super Fund,Super Angel Fund,0.797605731179166,901259,27199,311602,
4054,Gll Health Sciences Fund,Sciens Hedge Fund Management,0.8946726779838177,1694196,38913,137972,
4055,Psb Holding,Hill Holding,0.9474106878749662,1678588,57110,322119,
4056,Arga Global Fund A Series Of Arga Funds Trust,Dba Fund Of Funds Advisor,0.9021576751963629,1493614,32580,107140,
4057,Aic Income Fund Ii,Vc Fund Ii,0.8889790807696503,1786879,57071,162580,
4058,Aqr Offshore Multi Strategy Alphaport Fund Ii,S,1.0,1693018,38861,108401,
4059,Bellwether Housing,Bellwether Financial,0.7510654050704957,1629991,36314,314392,
4060,Fx Real Estate Entertainment,Corten Real Estate Management,0.8842770085130868,1410402,24296,321897,
4061,Competitive Technologies,Composer Technologies,0.67664224295818,102198,26151,311289,
4062,Us Rare Earths,S,1.0,1098881,22902,108401,
4063,Rda Partners,Rdc Capital Partners,0.820716284779039,1544014,33707,281480,
4064,A Capital Partners Iii,Alta Partners Iii,0.7293897177559463,1784772,54788,160349,
4065,Mvp Opportunity Fund Vi Series Vi G,Fimi Opportunity ,0.9274849674035822,1780242,52051,283196,
4066,Marathon Global Emerging Markets Fund,Morgan Stanley Global Emerging Markets,0.780564435291105,1596124,35226,108723,
4067,Marketing Evolution,Financial Evolution,0.7187928227897239,1697038,39019,292192,
4068,Gepif Iii Employee Fund D,S,1.0,1778760,51298,108401,
4069,Mesirow East Burton Fund,Mesirow Financial,0.9820635535729678,1745502,42860,2764,822.0
4070,Night Owl Partners,Night Owl Capital Management,0.6414937005739676,1400801,30828,106030,3570.0
4071,Bidtellect,S,1.0,1518699,33142,108401,
4072,Gopher Tech Group,Vision Tech Group,0.8948607418343565,1731390,57612,311263,
4073,Rj Oasis Bermuda,Gp Advisors Bermuda,0.9258335080826665,1680221,38402,288439,
4074,Strategos Fund L P,Strategos Capital Management,0.918497630725143,1292811,12880,155665,
4075,Blue Calypso,Calypso Capital Management,0.8671435638171834,1399587,24228,135546,3437.0
4076,Clear Lite Holdings,Clarity Holdings,0.7056325412377413,1412299,24307,144725,
4077,South Lasalle Partners,Pleasant Lake Partners,0.8121443711214039,1484550,32391,165958,13.0
4078,Aqr Multi Style Commodities Master Account,S,1.0,1664694,37577,108401,
4079,Helaina,S,1.0,1786488,56704,108401,
4080,Native American Energy Group,New American Energy,0.8081609720356127,1499501,24723,305384,
4081,Ryder Court Asia Ex Japan Small Mid Cap Fund Dst,S,1.0,1631940,36395,108401,
4082,Gp Global Equity Strategies,Global Equity Strategy,0.5968905970020529,1228825,29220,311628,
4083,Vista Ridge Credit Opportunity Fund,Broe Real Estate Opportunity Fund Manager,0.8695985816587438,1666406,37660,162214,
4084,Big Moon Power,S,1.0,1704487,39561,108401,
4085,Nhic Holdings,Bc Holdings,0.8518270946692986,1676211,55142,138147,
4086,Bill The Butcher,The Butler Group,0.9905149381529778,1375554,24082,131814,
4087,Palestra Capital Offshore Fund,Contrarian Capital Offshore Management,0.7479020720556714,1543680,33698,113184,
4088,Health Enhancement Products,Enhanced Investment Products,0.6589949435066805,1101026,22943,127479,
4089,C D Services Of America,Capital Investment Services Of America,0.740113840531879,1676511,38193,110639,2270.0
4090,Graham Commercial Properties,Graham Partners,0.9498921950529641,1630111,36318,157049,
4091,Circle Road Partners,Circle Road Advisors,0.591896917447921,1677176,38235,283476,12569.0
4092,Exworks Capital Fund I,Exworks Capital,0.5118774104880843,1617869,60048,173913,
4093,Hedge Fund Managers Diversified Ii,Meridian Diversified Fund Management,0.7097705384545095,1260502,29350,132233,
4094,Link Ventures ,Link Ventures,0.21745522817674928,1781098,52532,286523,
4095,Varde Skyway Fund,S,0.9999999999999999,1648370,37046,108401,
4096,Eline Entertainment Group,Indio Entertainment,0.8414441356965162,1043150,22306,291367,
4097,Cannaverde Pharma,The Financial Pharmacist,0.9630842038725002,1764268,44264,141554,
4098,Full Genomes,Full Capital,0.9992101447441019,1586962,34993,307210,102710.0
4099,Highline Enhanced,Highline Financial Management,0.8960627218431939,1489295,32495,308343,
4100,Ameri Holdings,Meritage Holdings,0.6919924777878561,890821,21812,163024,
4101,Turning Point Brands,Turning Point Financial,0.6910062745384377,1290677,29580,138008,
4102,Rootb Technologies,Quantbot Technologies,0.6517833364385924,1272550,23611,161170,
4103,Faction Holdings,Van Holdings,0.7546681917353089,1575761,34647,297334,
4104,Kynikos Global Capital Partners,Global Capital Partners,0.8045752029087548,1646464,36977,124056,
4105,Timefirevr,S,1.0,748268,21327,108401,
4106,Viewcast Com,Newcastle Capital Management,0.9476158930715908,921313,21935,163502,
4107,Anchore,Anchory,0.5246804555811013,1661950,37480,293701,
4108,Owp Ventures,Owl Ventures,0.7965800632252746,1767722,45323,172513,
4109,Terra Tech,Terra Wealth,0.8277334042551737,1451512,24568,320643,
4110,Saleen Automotive,Automotive Ventures Fund Management,0.9067037561205177,1528098,24843,321959,
4111,Awm Venture Fund I,Awm Capital,0.8871488030048362,1788869,60148,287980,146739.0
4112,Anyone Media Network,Financial Network,0.872470825033397,1701363,56486,110229,
4113,Fir Tree Capital Opportunity Fund Iii,Peer Street Opportunity Fund Gp,0.7921916766806365,1693265,38878,282784,
4114,Brick Top Productions,Ridgeline Productions,0.9369505475006299,1484769,24665,315118,
4115,Aqr Global Risk Premium Offshore Fund Iv,Entrust Global Partners Offshore,0.9993393898445166,1690293,38753,108035,13354.0
4116,Gresham Low Volatility Hedged Strategies Offshore,S,0.9999999999999999,1414641,31054,108401,
4117,Pigeonly,S,1.0,1580960,55280,108401,
4118,Meow Wolf,Wolfe Capital,0.9895720005381391,1694455,38924,310068,
4119,Kv Pharmaceutical De,Leerink Pharmaceutical Investments,0.8972753233707911,57055,21011,172514,
4120,Synaptive Medical,Syndicated Capital,0.8607309103030755,1621394,36102,29037,108065.0
4121,Lansdowne Dmlo Davies Street,S,0.9999999999999999,1644532,9158,108401,
4122,Nabiko,Taiko,0.9627926789554574,1783550,56668,287792,89080.0
4123,Mega I A Series Of Tiny Supercomputer Investment Company,Foster Investment Company,0.9724833367282184,1789705,60233,300202,
4124,Kt High Tech Marketing,S,0.9999999999999999,1662684,25108,108401,
4125,Snyder Small Cap Value Fund,Snyder Capital Management,0.9226324875550621,1543982,33706,108518,13447.0
4126,Wheeler Real Estate Investment Trust,Accelerated Real Estate Investment,0.8496319901348556,1527541,33358,312699,100073.0
4127,Excelsior Opportunity Fund,Excelsior Opportunity Advisors,0.4543801445691644,1542030,56469,163123,
4128,Edenbrook Long Only Value Fund,Edenbrook Capital,0.9335868526353124,1665975,37634,283465,37674.0
4129,None,None,0.0,1697194,39028,286437,
4130,Ecolocap Solutions,Capital Solutions,0.8266928427449268,1290506,23669,283533,
4131,Kirco Seniors Housing Fund,Encore Housing Opportunity Fund Investment Manager,0.9829178175108527,1700348,39254,159393,
4132,Foxhill Opportunity Fund,Cobro Opportunity Fund Gp,0.8667283768836483,1413096,57441,309434,
4133,Aeolus Property Catastrophe Keystone Pf Fund,S,0.9999999999999999,1608326,35659,108401,
4134,Sysorex Global,Global Index Advisors,0.8523903506719124,1529113,33398,171692,6478.0
4135,Bp Transtrend Diversified Fund,London Diversified Fund Management,0.8059220023256115,1433771,60005,138766,
4136,Kynikos Capital Partners Select Fund,Kynikos Advisors,0.8340020447467953,1694194,38912,283768,
4137,Icapital New Alpha Access Fund Us,Alpha Capital Funds Management,0.9944070783197027,1746503,42984,155737,13806.0
4138,Pneuma Respiratory,S,0.9999999999999998,1701794,39358,108401,
4139,Dakota Upreit,Dakota Wealth,0.8983200245452765,1157887,28777,141137,
4140,Triplepoint Venture Growth Bdc,Triplepoint Advisers,0.9517214896436689,1580345,34806,168948,
4141,Bridgewater Optimal Portfolio,Optimal Portfolio,0.6795548364613877,1743494,42635,152462,
4142,Collidion,Collide Capital,0.8919709534919781,1668476,37756,318806,
4143,Caspian Solitude Master Fund,Master Fund Management,0.939381438378595,1695072,38945,313287,
4144,Chuma Holdings,Chinamerica Holdings,0.7946542386310599,1388982,24160,135387,
4145,Black Diamond Thematic,Black Diamond Management,0.6739194125360917,1543417,33691,163580,
4146,Jbi,Jbi Capital,0.6199511532942297,1381105,24108,299254,
4147,Palm Active Energy,Palm Active Partners Management,0.8329221513500902,1706591,39680,288860,
4148,Icg Access Fund,Access Fund Management,0.8287860233567059,1513370,32999,125247,
4149,Ampla Capital Partners, Capital Partners,0.7643631021573335,1674162,38086,313414,
4150,Origin Bancorp,Origin Financial,0.8396906544741927,1516912,33074,305353,
4151,Tripactions,Traction Capital,0.8869649577867565,1639723,36709,302084,
4152,Galectin Therapeutics,S,1.0,1133416,23262,108401,
4153,La Belle Cuisine Bakery Mission Bay,Mission Bay Capital Management,0.8699722342342966,1763552,44190,288916,
4154,Meritage Hospitality Group,Prosperity Capital Group,0.7753532756201796,808219,26652,149414,
4155,Selwood Am Credit Fund,Bellwood Capital Fund Advisors,0.8394743525976428,1680281,38406,158125,
4156,Sara Creek Gold,Gold Creek Financial,0.7255720426898626,1415286,24322,308863,
4157,Alpha Blue Capital,Alpha Capital,0.6843392930664025,1512066,60022,321194,
4158,Lkcm Investment Partnership,Ash Investment Partners,0.9234904197714953,1406371,30918,322109,
4159,And,Andersen,0.7881952224164079,1785950,56424,124205,
4160,River Cities Capital Fund Vi,Capital Cities,0.8584394462805639,1702286,54191,122916,
4161,Deloitte Touche Tohmatsu Services,In Touch Financial Services,0.9362805059818953,1591229,58945,153249,
4162,Kopernik Global Long Term Opportunities Fund,Kopernik Global Investors,0.9008913705698681,1581504,34856,168625,34854.0
4163,Project Healthy Living,Project A,0.7606681117649167,1641486,36770,319556,
4164,Whitebox Multi Strategy Fund,Multi Strategy Management,0.8302220576764304,1461779,31962,290253,
4165,Tsw Ii,Tsw Ii Capital Advisors,0.6480765191166942,871240,26926,157380,143111.0
4166,Mv St Fund I,Mv Fund Manager,0.5532439272110115,1671191,37909,304271,
4167,Ullico International Small Cap Fund,Capital Fund Management International,0.9435432164637327,1544108,57094,287973,
